timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
524844434,0.0,0.0,0.25664595,0.0,0.9917779,0.0,0.0,0.1279711,0.0,0.0,-0.001,0,0,0,0,0
524893991,0.0,0.0,0.2560825,0.0,0.99181396,0.0,0.0,0.12769169,0.0,0.0,-0.001,0,0,0,0,0
524943933,0.0,0.0,0.25645816,0.0,0.99178994,0.0,0.0,0.12787797,0.0,0.0,-0.001,0,0,0,0,0
524993230,0.0,0.0,0.2569625,0.0,0.99175763,0.0,0.0,0.12812807,0.0,0.0,-0.001,0,0,0,0,0
525047444,0.0,0.0,0.25689283,0.0,0.9917621,0.0,0.0,0.12809351,0.0,0.0,-0.001,0,0,0,0,0
525097113,0.0,0.0,0.25679892,0.0,0.9917681,0.0,0.0,0.12804694,0.0,0.0,-0.001,0,0,0,0,0
525146550,0.0,0.0,0.25623015,0.0,0.9918045,0.0,0.0,0.1277649,0.0,0.0,-0.001,0,0,0,0,0
525196504,0.0,0.0,0.2561165,0.0,0.99181175,0.0,0.0,0.12770852,0.0,0.0,-0.001,0,0,0,0,0
525245969,0.0,0.0,0.25651562,0.0,0.99178624,0.0,0.0,0.12790647,0.0,0.0,-0.001,0,0,0,0,0
525295859,0.0,0.0,0.2565708,0.0,0.9917827,0.0,0.0,0.12793382,0.0,0.0,-0.001,0,0,0,0,0
525344986,0.0,0.0,0.25608137,0.0,0.991814,0.0,0.0,0.12769113,0.0,0.0,-0.001,0,0,0,0,0
525394726,0.0,0.0,0.2558179,0.0,0.9918308,0.0,0.0,0.12756045,0.0,0.0,-0.001,0,0,0,0,0
525444331,0.0,0.0,0.25605547,0.0,0.9918157,0.0,0.0,0.12767828,0.0,0.0,-0.001,0,0,0,0,0
