timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
549516008,549515978,0.53059477,4.71924e-05,8.45713,50.0499,0.15878166,50.150402,1
549615577,549615499,0.5311948,4.706502e-05,-3.704258,52.39255,0.029099826,52.17293,1
549714643,549714616,0.5315475,4.6948542e-05,-3.1329005,53.822666,0.020262148,53.605835,1
549814008,549813929,0.531285,4.6838006e-05,0.76086605,54.742832,0.0011750237,54.489246,1
549918570,549918542,0.53152204,4.673582e-05,-18.006956,57.937664,0.6218378,59.616108,1
550016547,550016517,0.5311401,4.664615e-05,12.776017,59.350327,0.3055803,59.861286,1
550115800,550115773,0.5311377,4.657061e-05,-4.172826,60.66357,0.03189261,60.466156,1
550215152,550215124,0.53107715,4.6505924e-05,-15.265516,60.167004,0.43035027,60.880726,1
550314594,550314566,0.5309329,4.6453137e-05,-11.090791,62.765114,0.21775301,62.98959,1
550413400,550413366,0.5307343,4.6404803e-05,16.917358,63.859547,0.49796265,64.83004,1
550517118,550517088,0.5306096,4.634969e-05,-4.6183696,64.73224,0.03661122,64.56196,1
550616282,550616254,0.53057903,4.6279696e-05,14.222732,64.10042,0.35064095,64.68408,1
550715803,550715776,0.53081185,4.6196084e-05,-2.18503,64.36031,0.008242409,64.110794,1
550815192,550815161,0.5304113,4.610771e-05,4.5501337,67.81232,0.03392323,67.564926,1
550915274,550915244,0.53037304,4.6025452e-05,4.3115926,68.24047,0.0302685,67.95911,1
551017690,551017662,0.53060526,4.594698e-05,-5.334135,67.27212,0.04699487,67.00443,1
551116896,551116868,0.5302358,4.586859e-05,5.4377933,67.41618,0.048734743,67.2441,1
551216214,551216187,0.53038055,4.5788485e-05,0.5329429,67.752235,0.00046579537,67.42981,1
551316459,551316432,0.53029996,4.5709116e-05,-7.241561,68.45127,0.085121706,68.37099,1
551414793,551414765,0.53042805,4.5624754e-05,10.686906,67.06366,0.18922313,67.25796,1
551519283,551519255,0.530489,4.553747e-05,-1.2218113,65.98989,0.0025135549,65.51567,1
551617394,551617360,0.5302166,4.5447694e-05,10.699433,69.29073,0.18357094,69.52663,1
551716787,551716759,0.5302759,4.5361627e-05,4.504698,67.631805,0.03333787,67.42461,1
551816053,551816023,0.5302219,4.5277604e-05,-0.9803965,66.88257,0.0015967909,66.57252,1
551915291,551915263,0.5301098,4.51978e-05,-10.087794,65.85366,0.1716999,66.01164,1
552014684,552014657,0.5299748,4.5121844e-05,8.052099,67.11652,0.107336216,67.06172,1
552119033,552119005,0.52973175,4.5046196e-05,10.994544,66.474945,0.2020477,66.75106,1
552217168,552217141,0.5299686,4.4966586e-05,-9.957103,66.207886,0.16638485,66.457504,1
552316554,552316471,0.52986485,4.489032e-05,11.091443,66.1351,0.20668148,66.31777,1
552415834,552415805,0.52967966,4.485372e-05,4.1685824,86.041534,0.022440169,85.67893,1
552515085,552515055,0.52934027,4.4853357e-05,8.401616,89.01978,0.0881042,88.82768,1
552614167,552614140,0.5292472,4.4851524e-05,0.7350683,85.04854,0.00070590473,84.67283,1
552718505,552718477,0.52910554,4.4842793e-05,17.111664,82.92802,0.39232022,83.914505,1
552816939,552816912,0.5289032,4.483537e-05,6.377672,86.30797,0.052363776,85.82106,1
552916178,552916148,0.52869827,4.4835113e-05,-2.0311618,83.44329,0.0054935752,83.20653,1
553015574,553015544,0.5285642,4.4837354e-05,23.71807,94.5879,0.6608161,95.99095,1
553114749,553114722,0.52843213,4.484188e-05,8.015117,92.61189,0.07707445,92.3294,1
553213761,553213733,0.52830267,4.4851222e-05,-2.4203806,93.1908,0.0069847642,92.96218,1
553318475,553318279,0.52814233,4.486201e-05,7.1312003,89.72815,0.062972955,89.15381,1
553416716,553416689,0.52797186,4.4870896e-05,6.83301,86.16235,0.06020937,85.79937,1
553516343,553516316,0.52781355,4.4879984e-05,3.90209,82.6491,0.020469816,82.31164,1
553615402,553615368,0.52761334,4.488872e-05,9.135156,79.450935,0.11670525,79.152885,1
553714368,553714341,0.5274362,4.4897264e-05,5.6513853,75.95227,0.046722554,75.66001,1
553813569,553813541,0.5272337,4.4905577e-05,9.891879,72.68957,0.14956948,72.44885,1
553885878,0,nan,nan,nan,nan,nan,nan,0
