timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
523239246,nan,nan,nan,nan,2.6179938,0.034057744,0.00089147664,0.0020746202,-0.3932807,-0.010294298,0.182192,nan,nan,8.0,nan,nan,nan
523257431,nan,nan,nan,nan,2.6179938,0.036026493,0.00049075997,0.001322777,-0.39415506,-0.005369258,0.14548,nan,nan,8.0,nan,nan,nan
523437590,nan,nan,nan,nan,2.6179938,0.038079932,0.0015490967,0.0007090504,-0.39468294,-0.016055755,0.106512,nan,nan,8.0,nan,nan,nan
523636300,nan,nan,nan,nan,2.6179938,0.038679928,0.00087348785,0.00035276348,-0.39028957,-0.008813698,0.075128,nan,nan,8.0,nan,nan,nan
523847832,nan,nan,nan,nan,2.6179938,0.03073021,0.00091665186,0.0039884276,-0.3940762,-0.011754905,0.252616,nan,nan,8.0,nan,nan,nan
524037170,nan,nan,nan,nan,2.604631,0.040176023,0.0058264174,0.00029241003,-0.39380687,-0.05711076,0.0684,nan,nan,8.0,nan,nan,nan
524235927,nan,nan,nan,nan,2.6179938,0.02574456,0.0026232807,0.001285079,-0.33739263,-0.034379136,0.143392,nan,nan,8.0,nan,nan,nan
524443162,nan,nan,nan,nan,2.604631,0.028620062,0.008142532,0.002958707,-0.36534917,-0.10394343,0.217576,nan,nan,8.0,nan,nan,nan
524636940,nan,nan,nan,nan,2.6179938,0.0244352,0.010953052,0.00030506114,-0.29800567,-0.13358073,0.069864,nan,nan,8.0,nan,nan,nan
524835767,nan,nan,nan,nan,2.6179938,0.019744968,0.017880706,0.0013124681,-0.25495967,-0.23088713,0.144912,nan,nan,8.0,nan,nan,nan
525047349,nan,nan,nan,nan,2.353748,0.021124747,0.013534699,0.003969756,-0.30524337,-0.19557047,0.252024,nan,nan,8.0,nan,nan,nan
525236778,nan,nan,nan,nan,1.1635747,0.029719636,0.020409245,0.00029618407,-0.3100103,-0.21289213,0.06884,nan,nan,8.0,nan,nan,nan
525444242,nan,nan,nan,0.25605547,0.0,0.011734663,0.012737457,0.002897669,-0.20515907,-0.22269109,0.21532,nan,nan,8.0,nan,nan,nan
525647135,nan,nan,nan,0.25543565,0.0,0.011213868,0.02292405,0.003954398,-0.16035569,-0.3278086,0.251536,nan,nan,8.0,nan,nan,nan
525836638,nan,nan,nan,0.25537655,0.0,0.0067357067,0.03933857,0.00033437775,-0.06680824,-0.3901804,0.073144,nan,nan,8.0,nan,nan,nan
526044140,nan,nan,nan,0.255301,0.0,0.015551003,0.031036295,0.0028800394,-0.18146881,-0.36217085,0.214664,nan,nan,8.0,nan,nan,nan
526238027,nan,nan,nan,0.25498378,0.0,0.018715939,0.03864667,0.0007230721,-0.1822393,-0.37630716,0.10756,nan,nan,8.0,nan,nan,nan
526436589,nan,nan,nan,0.25459835,0.0,0.016715681,0.03314909,0.0003426941,-0.1722753,-0.34164143,0.074048,nan,nan,8.0,nan,nan,nan
526643798,nan,nan,nan,0.25427392,0.0,0.012599837,0.03647627,0.0029194572,-0.13860236,-0.40125102,0.216128,nan,nan,8.0,nan,nan,nan
526837646,nan,nan,-1.7745112,0.2538986,0.0,-0.0013022175,0.051624943,-0.0006915848,0.011485804,-0.4553417,-0.105192,nan,nan,-8.0,nan,nan,nan
527036288,nan,nan,nan,0.25425136,0.0,-0.006506955,0.03391948,-0.00033284354,0.06959766,-0.36279893,-0.072976,nan,nan,-8.0,nan,nan,nan
527248167,nan,nan,nan,0.253294,0.0,0.009147518,0.035921432,-0.004010435,-0.10530334,-0.41351622,-0.253312,nan,nan,-8.0,nan,nan,nan
527437436,nan,nan,nan,0.2532543,0.0,0.0011625056,0.0052104536,-0.07812249,-0.033917896,-0.15202305,-1.118016,nan,nan,-8.0,nan,nan,nan
527636306,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-0.44930673,0.0,0.0,-2.1617637,nan,nan,8.0,nan,nan,nan
527848079,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-0.94615567,0.0,0.0,-2.9768286,nan,nan,8.0,nan,nan,nan
528037331,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.3663342,0.0,0.0,-1.4624133,nan,nan,8.0,nan,nan,nan
528235821,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
528447760,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
528637166,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
528835618,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
529038307,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
529236917,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
529444155,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
529638082,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
529836807,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
530044137,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
530237860,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
530436490,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
530643929,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
530838069,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
531036038,8.438037,-1.3127794,nan,0.2532543,0.0,0.0,0.0,-1.4532042,0.0,0.0,0.865296,nan,nan,8.0,nan,nan,nan
