timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
522709067,-3.826740938849282,-49.677103382181144,169.32248,8.279702,-1.0076408,-1.604268,0.25800672,1,1,1,0
524966709,-3.8267396861426026,-49.677105573738864,169.4053,8.418997,-1.2507876,-1.6870929,0.25645816,1,1,1,0
531096555,-3.8267396861426026,-49.677105573738864,169.4053,8.418997,-1.2507876,-1.6870929,0.30276638,1,1,1,0
555883879,-3.8267462651489725,-49.677089277368246,169.94806,7.6874447,0.55724597,-2.2298398,0.27736807,1,1,1,0
