timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
524798651,524798078,-0.071676865,0.06484829,-0.0048923255,0.001,0.0,0.0,0.0,-1.0
524848262,524847683,-0.02276916,0.08096194,-0.0154884085,0.001,0.0,0.0,0.0,-1.0
524896361,524895785,-0.07667596,-0.026352903,0.0096439235,0.001,0.0,0.0,0.0,-1.0
524945960,524945391,-0.11451473,-0.036596898,0.017916655,0.001,0.0,0.0,0.0,-1.0
524998572,524998002,-0.1493669,-0.037335236,0.020712964,0.001,0.0,0.0,0.0,-1.0
525046671,525046104,0.03983294,0.09571095,-0.009996572,0.001,0.0,0.0,0.0,-1.0
525096291,525095720,0.02752053,0.04506432,-0.0057017687,0.001,0.0,0.0,0.0,-1.0
525148887,525148321,0.027781328,0.039562896,-0.008131778,0.001,0.0,0.0,0.0,-1.0
525196998,525196423,-0.14421083,0.05008383,0.002207719,0.001,0.0,0.0,0.0,-1.0
525246601,525246028,-0.090908945,0.08168389,-0.00902508,0.001,0.0,0.0,0.0,-1.0
525296208,525295634,0.014135249,0.055853497,-0.013653131,0.001,0.0,0.0,0.0,-1.0
525348822,525348244,-0.0018596319,0.08230177,-0.014473057,0.001,0.0,0.0,0.0,-1.0
525396923,525396346,-0.049308352,-0.041123655,-0.00020216429,0.001,0.0,0.0,0.0,-1.0
525446530,525445955,-0.0825263,-0.03321595,-0.0006147653,0.001,0.0,0.0,0.0,-1.0
525499132,525498563,-0.10147983,-0.044996146,0.002169829,0.001,0.0,0.0,0.0,-1.0
525547235,525546665,0.006125275,0.0647621,-0.007516011,0.001,0.0,0.0,0.0,-1.0
525596839,525596270,0.043240186,0.068218105,0.00074424874,0.001,0.0,0.0,0.0,-1.0
525644948,525644378,-0.11420184,-0.00086190284,0.018537631,0.001,0.0,0.0,0.0,-1.0
525697591,525696998,-0.06373053,0.033098068,0.014105174,0.001,0.0,0.0,0.0,-1.0
525747160,525746592,-0.16888858,0.03422812,0.005606943,0.001,0.0,0.0,0.0,-1.0
525796781,525796194,-0.07199856,0.06489803,-0.013203288,0.001,0.0,0.0,0.0,-1.0
525844863,525844296,0.038528215,0.043912422,-0.007895356,0.001,0.0,0.0,0.0,-1.0
525897492,525896917,0.052335586,0.053025052,-0.008680806,0.001,0.0,0.0,0.0,-1.0
525947082,525946512,-0.0055960915,-0.031189516,0.012999453,0.001,0.0,0.0,0.0,-1.0
525995196,525994618,-0.18693931,-0.028525233,0.023475265,0.001,0.0,0.0,0.0,-1.0
526047793,526047226,-0.14619415,-0.040180337,0.025848335,0.001,0.0,0.0,0.0,-1.0
526097415,526096831,-0.14503963,0.04107768,0.003482973,0.001,0.0,0.0,0.0,-1.0
526145509,526144933,0.04025228,0.09652552,-0.021788254,0.001,0.0,0.0,0.0,-1.0
526198128,526197556,0.05763425,0.099071324,-0.016364504,0.001,0.0,0.0,0.0,-1.0
526247737,526247162,-0.012968802,0.06455275,-0.0032132857,0.001,0.0,0.0,0.0,-1.0
526297332,526296755,-0.13240893,0.018229602,0.011962351,0.001,0.0,0.0,0.0,-1.0
526346940,526346360,-0.1306761,0.05179411,0.0034370713,0.001,0.0,0.0,0.0,-1.0
526395036,526394470,0.016145442,0.06533929,-0.017334577,0.001,0.0,0.0,0.0,-1.0
526447650,526447073,0.028597899,0.104773805,-0.021883352,0.001,0.0,0.0,0.0,-1.0
526495744,526495175,-0.073441096,-0.07254976,0.0036942062,0.001,0.0,0.0,0.0,-1.0
526548361,526547791,-0.000696237,-0.04577992,-0.003914502,0.001,0.0,0.0,0.0,-1.0
526597959,526597392,-0.13494423,-0.07065509,0.009751695,0.001,0.0,0.0,0.0,-1.0
526646061,526645494,-0.07896415,0.024466863,0.0062910006,0.001,0.0,0.0,0.0,-1.0
526695666,526695099,0.07432875,0.0715356,-0.00041777856,0.001,0.0,0.0,0.0,-1.0
526748290,526747722,0.043503318,0.05572531,-0.00088518177,0.001,0.0,0.0,0.0,-1.0
526797884,526797315,0.0992309,0.061192803,-0.011753519,0.001,0.0,0.0,0.0,-1.0
526845985,526845418,0.00849479,0.020423373,-0.001773331,0.001,0.0,0.0,0.0,-1.0
526897101,526896526,-0.03965117,0.0077443733,0.0020097604,0.001,0.0,0.0,0.0,-1.0
526948201,526947634,-0.057290696,-0.0025214422,0.0028955739,0.001,0.0,0.0,0.0,-1.0
526996314,526995739,0.029904118,0.059086688,-0.0013598384,0.001,0.0,0.0,0.0,-1.0
527045922,527045341,0.061833747,0.024884926,0.010533755,0.001,0.0,0.0,0.0,-1.0
527098519,527097952,0.10866925,0.045848083,0.000822662,0.001,0.0,0.0,0.0,-1.0
527146624,527146054,-0.12573153,-0.009594452,0.010130315,0.001,0.0,0.0,0.0,-1.0
527196226,527195659,-0.15523402,-0.009187511,0.0022898987,0.001,0.0,0.0,0.0,-1.0
527248845,527248271,-0.120297626,-0.008299344,0.004613222,0.001,0.0,0.0,0.0,-1.0
527296964,527296387,-0.030273603,0.029314881,-0.00048740627,0.001,0.0,0.0,0.0,-1.0
527348050,527347481,-0.06608786,0.022357136,0.0065015964,0.006171522,0.0,0.0,0.0,-1.0
527397659,527397086,-0.07199984,0.023996811,0.015258546,0.021254186,0.0,0.0,0.0,-1.0
527448790,527448206,-0.07621416,0.0374631,0.01435209,0.0201596,0.0,0.0,0.0,-1.0
527496871,527496299,-0.0008632728,0.15606774,-0.016649455,0.018940648,0.0,0.0,0.0,-1.0
527546473,527545901,0.029636424,0.122653656,-0.024758214,0.027836276,0.0,0.0,0.0,-1.0
527599091,527598512,-0.043863114,0.13569282,-0.013864861,0.04104361,0.0,0.0,0.0,-1.0
527647181,527646614,-0.0037534467,0.08452612,-0.019499043,0.05554823,0.0,0.0,0.0,-1.0
527696786,527696219,-0.024050524,0.06755396,-0.01562993,0.066415094,0.0,0.0,0.0,-1.0
527744897,527744325,-0.013393356,0.02848615,-0.009543625,0.07577947,0.0,0.0,0.0,-1.0
527797499,527796932,-0.10826998,0.067077406,0.0024880806,0.08626654,0.0,0.0,0.0,-1.0
527848613,527848041,-0.15696666,0.079504505,-0.0007772894,0.09799199,0.0,0.0,0.0,-1.0
527898225,527897646,0.091506265,0.1287771,-0.00022507884,0.11609927,0.0,0.0,0.0,-1.0
527949334,527948754,-0.10570051,-0.028449563,0.0041853427,0.12487289,0.0,0.0,0.0,-1.0
527997465,527996864,0.012273739,0.097665735,0.006191968,0.13705684,0.0,0.0,0.0,-1.0
528047029,528046461,-0.056083657,0.085403584,-0.005577268,0.15325406,0.0,0.0,0.0,-1.0
528095137,528094563,-0.11862061,0.008312003,-0.0031024048,0.16248207,0.0,0.0,0.0,-1.0
528147740,528147174,-0.07490918,0.0066266856,-0.010202767,0.17663199,0.0,0.0,0.0,-1.0
528197346,528196779,-0.024019558,0.101978,-0.0080979355,0.18982555,0.0,0.0,0.0,-1.0
528245455,528244881,-0.1306504,-0.022215836,-0.0064708362,0.20416081,0.0,0.0,0.0,-1.0
528298059,528297493,-0.13171981,0.046351165,-0.014894803,0.21864855,0.0,0.0,0.0,-1.0
528347664,528347097,-0.050159317,0.113408774,-0.0006913756,0.23660278,0.0,0.0,0.0,-1.0
528398796,528398222,-0.0023761073,-0.033858538,0.0038157,0.25592548,0.0,0.0,0.0,-1.0
528445377,528444804,-0.029508868,-0.039562605,0.0046103997,0.27449563,0.0,0.0,0.0,-1.0
528497984,528497416,-0.07712985,0.043418635,0.0013026589,0.28638497,0.0,0.0,0.0,-1.0
528547601,528547021,0.025743838,-0.06437294,-0.0032641508,0.3100142,0.0,0.0,0.0,-1.0
528595693,528595126,-0.031818975,-0.010213242,-0.033235703,0.31966445,0.0,0.0,0.0,-1.0
528645294,528644728,-0.017332796,0.17245616,-0.017024754,0.34799412,0.0,0.0,0.0,-1.0
528697906,528697339,-0.013021794,-0.12624711,-0.014509381,0.37351802,0.0,0.0,0.0,-1.0
528746009,528745441,0.17162186,0.0992813,-0.023120288,0.3705878,0.0,0.0,0.0,-1.0
528795616,528795047,-0.09857912,0.052133773,-0.021620898,0.39723626,0.0,0.0,0.0,-1.0
528848231,528847658,0.070629925,-0.059317373,-0.034447126,0.4228668,0.0,0.0,0.0,-1.0
528897837,528897263,0.09172888,0.01648343,-0.02349514,0.42863533,0.0,0.0,0.0,-1.0
528945952,528945381,0.07647496,0.052946277,-0.020467667,0.45825994,0.0,0.0,0.0,-1.0
