timestamp,saturation_status
523267240,1533
524238243,1533
525230769,1533
526240449,1533
527232990,1533
528225027,1
529248150,1
530226883,1
531240552,1
532241655,1
533230680,1
534249408,1
535245002,1
536224977,1
537242671,1
538240328,1
539243631,1
540241501,1
541242601,1
542236218,1
543246281,1
544238457,1
545238934,1
546231577,1
547240257,1
548236600,1
549246763,1
550243599,1
551240211,1
552238254,1
553233460,1
554230108,1533
555228043,1533
556231031,1533
