timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
525849550,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
526047959,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
526246419,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
526444811,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
526643285,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
526846156,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
527049086,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
527247506,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
527445940,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
527644448,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
527847272,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
528045688,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
528244123,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
528447038,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
528645459,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
528848499,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
529046812,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
529245268,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
529443652,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
529646585,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
529844999,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
530047929,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
530246353,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
530444786,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
530647720,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
530846140,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
531044543,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
531247474,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
531445894,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
531648835,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
531847237,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
532045656,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
532244083,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
532447019,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
532645436,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
532848359,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
533046778,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
533245240,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
533443633,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
533646550,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
533844966,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
534043395,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
534246314,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
534444746,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
534647687,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
534846103,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
535044522,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
535242922,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
535445853,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
535648781,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
535847195,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
536045637,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
536244071,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
536446977,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
536645387,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
536848318,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
537046731,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
537245158,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
537448089,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
537646503,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
537844916,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
538043364,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
538246286,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
538449298,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
538647638,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
538846048,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
539044498,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
539247405,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
539445806,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
539648846,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
539847152,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
540045575,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
540248576,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
540446947,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
540645337,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
540843787,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
541046687,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
541245104,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
541448061,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
541646480,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
541844865,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
542043312,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
542246226,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
542444686,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
542647655,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
542845997,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
543044410,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
543247416,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
543445751,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
543644158,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
543847132,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
544045555,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
544243936,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
544446942,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
544645278,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
544843754,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
545046705,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
545245050,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
545447999,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
545646468,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
545844827,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
546047759,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
546246193,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
546444611,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
546647507,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
546845995,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
547048927,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
547247270,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
547445757,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
547644121,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
547847049,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
548045542,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
548248431,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
548446798,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
548645242,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
548843651,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
549046583,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
549245051,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
549443406,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
549646333,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
549844819,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
550047691,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
550246100,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
550444598,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
550642936,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
550845859,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
551048788,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
551247204,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
551445635,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
551644111,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
551846971,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
552045408,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
552248353,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
552446731,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
552645157,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
552848101,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
553046505,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
553244918,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
553443370,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
553646284,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
553849189,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
554047638,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
554246020,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
554444469,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
554647418,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
554845788,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
555048729,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
555247171,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
555445552,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
555648496,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
555846888,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
556045387,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
556243752,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,2162698,2162698,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0
