timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
523308507,0.14373109,0.013989306,0.0058977134,1
524115025,0.14373109,0.013989306,0.0058977134,1
524908903,0.14373109,0.013989306,0.0058977134,1
553909823,0.14373109,0.013989306,0.0058977134,1
554107978,0.14373109,0.013989306,0.0058977134,1
554915244,0.14373109,0.013989306,0.0058977134,1
555907752,0.14373109,0.013989306,0.0058977134,1
