timestamp,timestamp_sample,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,data_source
529814287,529814186,0.0,0.0,0.9979014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530031460,530031404,0.0,0.0,0.9979014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530226357,530226301,0.0,0.0,0.99895066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530422420,530422360,0.0,0.0,0.99895066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530634994,530633883,0.0,0.0,0.99895066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
530829680,530829627,0.0,0.0,0.98006296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
531024994,531024941,0.0,0.0,0.66421825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
531159833,531159777,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
531435411,531435282,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
531631003,531630483,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
531784938,531783835,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
532024021,532022831,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
532241162,532241109,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
532431946,532431890,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
532646180,532645134,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
532839548,532839493,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
533034289,533032978,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
533207205,533207152,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
533404106,533402743,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
533640157,533640104,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
533748473,533748420,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534052604,534052551,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534248766,534248711,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534443184,534443125,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534636708,534636655,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
534811618,534811562,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
535029028,535028972,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
535228622,535228570,0.0,0.39219713,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
535416505,535416452,0.0,0.67351127,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
535638213,535638161,0.0,0.5482546,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
535835123,535834872,0.0,0.7022587,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536030288,536030228,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536224473,536224414,0.0,-0.12778905,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536439573,536439519,0.0,-0.18255578,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536632054,536632002,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
536828843,536828787,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
537047642,537046461,0.0,0.4825462,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
537242161,537242105,-0.18979591,0.0513347,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
537437113,537437057,-0.4122449,0.02258727,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
537630093,537630040,-0.37551022,0.049281314,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
537825358,537825303,-0.4387755,0.069815196,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
538022400,538022341,-0.47346938,0.08829569,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
538239713,538239511,-0.5,0.108829565,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
538436767,538435379,-0.46530613,0.09650924,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
538631211,538631158,-0.16938776,0.018480493,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
538825739,538825687,0.07157464,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
539046689,539046626,0.2781186,-0.06288032,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
539243141,539243085,0.36809817,-0.00811359,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
539439120,539439018,0.39263803,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
539633747,539633688,0.402863,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
539830620,539830568,0.37423313,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
540048608,540048552,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
540174990,540174837,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
540436337,540436284,0.0,-0.36308315,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
540633406,540633343,0.0,-0.8478702,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
540828630,540828426,0.0,-0.8559838,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541045176,541045089,0.0,-0.15821502,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541242111,541242055,0.0,0.04312115,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541435330,541434236,0.0,0.6940452,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541626258,541626157,0.0,0.9650924,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
541845785,541844571,0.0,0.9650924,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
542040309,542040251,0.0,0.9691992,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
542215793,542215738,0.0,0.9691992,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
542432548,542432300,0.0,0.9691992,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
542631003,542630764,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
542848364,542848310,-0.073469386,-0.9269777,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
543030501,543030368,-0.028571429,-0.9269777,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
543245829,543245736,-0.03469388,-0.93914807,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
543446490,543445454,-0.046938777,-0.93914807,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
543631609,543631553,-0.04489796,-0.9452333,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
543825379,543825272,-0.03877551,-0.9452333,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
544042504,544042451,-0.03469388,-0.9432049,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
544215425,544215359,-0.030612245,-0.9411765,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
544437186,544433032,0.0,-0.48681542,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
544631198,544631067,0.0,0.14784394,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
544826571,544826513,0.0,0.88501024,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
545045116,545045031,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
545110844,545110791,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
545421842,545421786,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
545633040,545632985,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
545764756,545764704,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
546032663,546032608,0.41104296,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
546231088,546231022,0.41717792,-0.070993915,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
546428359,546428306,0.42331287,-0.040567953,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
546637988,546637860,-0.06326531,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
546828865,546828812,-0.35510203,0.20328543,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547042795,547042734,-0.40816328,0.2936345,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547239767,547239711,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547407330,547407274,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547632192,547632136,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
547845523,547845470,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
548016832,548016776,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
548083035,548082982,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
548430287,548430231,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
548648175,548648120,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
548839292,548838838,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549030079,549030019,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549246441,549244718,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549440578,549440519,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549610418,549609963,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
549828955,549828902,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550046159,550046106,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550243105,550243049,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550438505,550438452,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550612979,550612927,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
550829446,550829393,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551045102,551043994,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551218320,551218265,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551435075,551435020,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551586511,551585129,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551759367,551759314,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552041059,552040582,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552237841,552237707,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552434058,552433956,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552648111,552648058,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
552842030,552841975,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553038439,553037216,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553121672,553121593,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553428254,553428198,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553643352,553643299,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
553840329,553839883,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554036409,554036297,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554229611,554229558,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554447413,554447351,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554643112,554642571,0.0,0.0,0.55089194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
554839457,554839401,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555011167,555011111,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555227559,555227496,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555446370,555445276,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555619227,555619126,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
555749332,555749276,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
556033426,556033360,0.0,0.0,0.5498426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
556230458,556230401,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
556427134,556427043,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
556622790,556622731,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
556840599,556840543,0.0,0.0,0.54879326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
