timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
545158528,545154120,2162698,-0.0011848642,-0.0043306253,-0.0006699762,0.34906584,2.319003e-09,2.334971e-09,4.701487e-09,2162698,0.053132646,0.01646176,-0.13679278,0.4,4.994135e-06,4.9941364e-06,4.994101e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
545520204,545514881,2162698,-0.0011523585,-0.004374766,-0.0006615746,0.34906584,2.2912479e-09,2.311623e-09,4.727775e-09,2162698,0.05260769,0.016090406,-0.1358952,0.4,4.9901946e-06,4.9901946e-06,4.9901946e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
545709718,545704280,2162698,-0.0011738454,-0.0044137663,-0.0006598854,0.34906584,2.281625e-09,2.3037021e-09,4.7476467e-09,2162698,0.05223211,0.016303234,-0.13382119,0.4,4.993188e-06,4.993188e-06,4.993188e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
545976421,545974852,2162698,-0.0011870415,-0.0044394885,-0.00066074834,0.34906584,2.2773807e-09,2.3007047e-09,4.769081e-09,2162698,0.051900133,0.01642178,-0.13282396,0.4,4.9903424e-06,4.9903456e-06,4.9903197e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
546398691,546394247,2162698,-0.0011618664,-0.004446973,-0.0006597049,0.34906584,2.2617226e-09,2.286603e-09,4.807803e-09,2162698,0.051869605,0.016169347,-0.13182732,0.4,4.9934733e-06,4.993476e-06,4.993409e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
547709327,547706505,2162698,-0.0011749363,-0.004457244,-0.0006810439,0.34906584,2.1984738e-09,2.224214e-09,4.906284e-09,2162698,0.052056234,0.016316956,-0.1328793,0.4,5.0050876e-06,5.0050876e-06,5.0050876e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
548119814,548116870,2162698,-0.0011684984,-0.0044449605,-0.0006904722,0.34906584,2.1828293e-09,2.2085693e-09,4.9107505e-09,2162698,0.052178957,0.016266461,-0.13403107,0.4,5.0029453e-06,5.0029453e-06,5.0029453e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
548776801,548775268,2162698,-0.0011606052,-0.0044171046,-0.00070316484,0.34906584,2.1720878e-09,2.1977207e-09,4.9299373e-09,2162698,0.052604042,0.016230144,-0.13502035,0.4,5.011214e-06,5.0112144e-06,5.011196e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
549728307,549726766,2162698,-0.0011529569,-0.0043347036,-0.0007216471,0.34906584,2.1339173e-09,2.1587354e-09,4.9345252e-09,2162698,0.05319049,0.01616923,-0.13596188,0.4,5.003504e-06,5.003504e-06,5.003504e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
550509967,550506912,2162698,-0.0011729525,-0.0043354174,-0.0007489188,0.34906584,2.1123212e-09,2.136162e-09,4.9407034e-09,2162698,0.053132568,0.016319625,-0.13386565,0.4,5.0022654e-06,5.0022654e-06,5.0022654e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
550708188,550705330,2162698,-0.0011585028,-0.004344655,-0.0007530681,0.34906584,2.1131283e-09,2.1367494e-09,4.950961e-09,2162698,0.05309698,0.016311808,-0.13214856,0.4,5.010137e-06,5.010137e-06,5.010137e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
550915520,550912768,2162698,-0.0011421004,-0.004310024,-0.0007564017,0.34906584,2.1071456e-09,2.1304365e-09,4.9423896e-09,2162698,0.053054247,0.016182272,-0.13113542,0.4,5.0003528e-06,5.0003528e-06,5.0003528e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
551519755,551517042,2162698,-0.0011276734,-0.0042997543,-0.00077199726,0.34906584,2.0986786e-09,2.1209687e-09,4.9472693e-09,2162698,0.052976523,0.016136946,-0.129342,0.4,5.001555e-06,5.001555e-06,5.001555e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
551709302,551706442,2162698,-0.001129453,-0.0042832303,-0.00077885657,0.34906584,2.0959887e-09,2.1179136e-09,4.950845e-09,2162698,0.053054214,0.016132627,-0.12817012,0.4,5.0044796e-06,5.0044796e-06,5.0044796e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
554707905,554705261,2162698,-0.0011117271,-0.0041905846,-0.000905661,0.34906584,2.021488e-09,2.0369681e-09,4.9478674e-09,2162698,0.052962147,0.016574556,-0.12910554,0.4,5.010657e-06,5.010657e-06,5.0105036e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
556719200,556716495,2162698,-0.0011202061,-0.004200116,-0.0010059996,0.34906584,2.0094442e-09,2.0222808e-09,4.911954e-09,2162698,0.05289799,0.016554479,-0.13053218,0.4,5.0045874e-06,5.0045874e-06,5.0044337e-06,73225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
