timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
524086462,-0.29799291,0.21178123,-0.0018691045,0.0,0.0,-0.001
524108925,-0.2936489,0.208633,-0.0026911618,0.0,0.0,-0.001
524126971,-0.29764566,0.21940555,-0.0025408524,0.0,0.0,-0.001
524145020,-0.30019683,0.20785928,-0.00047764892,0.0,0.0,-0.001
524167567,-0.29502702,0.21449941,-0.0030840237,0.0,0.0,-0.001
524185596,-0.2978099,0.21515064,-0.0027943607,0.0,0.0,-0.001
524208134,-0.29153666,0.21074018,-0.0028281386,0.0,0.0,-0.001
524226217,-0.29462072,0.21803877,-0.004169055,0.0,0.0,-0.001
524248726,-0.29309186,0.20383841,-0.0032716284,0.0,0.0,-0.001
524266809,-0.29231188,0.2179329,-0.00089355384,0.0,0.0,-0.001
524284828,-0.3011754,0.20848203,-0.0026238987,0.0,0.0,-0.001
524307473,-0.29017773,0.21669024,-0.0027190193,0.0,0.0,-0.001
524325388,-0.29902714,0.2081614,-0.002155554,0.0,0.0,-0.001
524347982,-0.28923982,0.21818182,-0.0035955196,0.0,0.0,-0.001
524365979,-0.299813,0.21170723,-0.0039142286,0.0,0.0,-0.001
524388523,-0.2886636,0.21293989,-0.0035989727,0.0,0.0,-0.001
524406572,-0.2960606,0.21138698,-0.004071686,0.0,0.0,-0.001
524424604,-0.30130517,0.20453301,-0.0005039151,0.0,0.0,-0.001
524447142,-0.29947454,0.20842668,-0.002064942,0.0,0.0,-0.001
524465303,-0.2996584,0.2050175,-0.0008100213,0.0,0.0,-0.001
524487746,-0.29759824,0.20722443,-0.002917408,0.0,0.0,-0.001
524505857,-0.30233622,0.20903629,-0.00031248422,0.0,0.0,-0.001
524528340,-0.29603186,0.20822892,-0.0018939108,0.0,0.0,-0.001
524546382,-0.30358836,0.20749025,-0.0019090525,0.0,0.0,-0.001
524564410,-0.28065893,0.21163893,-0.0010284049,0.0,0.0,-0.001
524586941,-0.3031458,0.20852956,-0.00088451244,0.0,0.0,-0.001
524604972,-0.28105056,0.21114217,-0.0018145839,0.0,0.0,-0.001
524627590,-0.29297218,0.20768979,-0.0031493448,0.0,0.0,-0.001
524645592,-0.28764468,0.20894714,-0.0020421315,0.0,0.0,-0.001
524668116,-0.28536642,0.2079256,-0.00027711788,0.0,0.0,-0.001
524686228,-0.29547793,0.20985846,-0.0034681193,0.0,0.0,-0.001
524704239,-0.30433655,0.21113826,-0.0024783767,0.0,0.0,-0.001
524726739,-0.29524815,0.21203527,-0.0030221671,0.0,0.0,-0.001
524744787,-0.3020872,0.21205631,-0.0024753672,0.0,0.0,-0.001
524767325,-0.30252144,0.21136664,-0.0026870796,0.0,0.0,-0.001
524785382,-0.3007493,0.20790662,-0.0010340603,0.0,0.0,-0.001
524807940,-0.29540327,0.2150312,-0.0018813922,0.0,0.0,-0.001
524825947,-0.29885718,0.20588885,-0.0024421248,0.0,0.0,-0.001
524848559,-0.29722252,0.2146063,-0.0032131937,0.0,0.0,-0.001
524866547,-0.30243465,0.20042464,0.00033461084,0.0,0.0,-0.001
524884599,-0.28421408,0.22015217,-0.002247346,0.0,0.0,-0.001
524907155,-0.29711694,0.20799778,-0.0040861503,0.0,0.0,-0.001
524925157,-0.2903201,0.2156051,-0.002107589,0.0,0.0,-0.001
524947771,-0.2999332,0.20541292,-0.0008518258,0.0,0.0,-0.001
524965740,-0.28248549,0.22091886,-0.002331096,0.0,0.0,-0.001
524988309,-0.28948674,0.21302052,-0.0015804347,0.0,0.0,-0.001
525006329,-0.28763202,0.21488944,-0.0013357836,0.0,0.0,-0.001
525024452,-0.30829385,0.20249946,-0.000388292,0.0,0.0,-0.001
525046951,-0.29259375,0.21388564,-0.002332388,0.0,0.0,-0.001
525065041,-0.30717465,0.20528308,-0.0031323123,0.0,0.0,-0.001
525087546,-0.30338556,0.21172614,-0.0021627634,0.0,0.0,-0.001
525105565,-0.29946733,0.20331895,0.0012973184,0.0,0.0,-0.001
525128165,-0.31049046,0.21036604,-0.0010176465,0.0,0.0,-0.001
525146120,-0.28850138,0.20878333,-0.0010231069,0.0,0.0,-0.001
525164172,-0.2894247,0.21335769,-0.0032053406,0.0,0.0,-0.001
525186725,-0.28210703,0.20571771,-0.000977259,0.0,0.0,-0.001
525204760,-0.2968543,0.21568021,-0.003987173,0.0,0.0,-0.001
525227321,-0.2805837,0.21024701,-0.0028445586,0.0,0.0,-0.001
525245334,-0.30471247,0.21614933,-0.0044452995,0.0,0.0,-0.001
525267896,-0.2824868,0.21287674,-0.002062866,0.0,0.0,-0.001
525286000,-0.30765858,0.21383628,-0.0038832542,0.0,0.0,-0.001
525303979,-0.2896285,0.2035927,0.00039578797,0.0,0.0,-0.001
525326522,-0.30536765,0.2081184,-0.002063701,0.0,0.0,-0.001
525349144,-0.29734418,0.21969534,-0.0034448863,0.0,0.0,-0.001
525367136,-0.29911008,0.20060998,-0.0023880294,0.0,0.0,-0.001
525385132,-0.28743964,0.21516548,-0.0007189851,0.0,0.0,-0.001
525407700,-0.29822317,0.20061743,0.00045910524,0.0,0.0,-0.001
525425743,-0.28680155,0.21936212,-0.0031210463,0.0,0.0,-0.001
525443828,-0.29947728,0.2046291,-0.0034839134,0.0,0.0,-0.001
525466306,-0.28853238,0.21780923,-0.0025698028,0.0,0.0,-0.001
525488873,-0.29181442,0.21180893,-0.0016987161,0.0,0.0,-0.001
525506961,-0.29134214,0.21839702,-0.0029473095,0.0,0.0,-0.001
525524930,-0.30454165,0.19881997,-0.0019467605,0.0,0.0,-0.001
525547539,-0.29976556,0.20836522,-0.0012465518,0.0,0.0,-0.001
525565546,-0.29542732,0.20833579,0.0007389793,0.0,0.0,-0.001
525583573,-0.2856554,0.21759203,-0.0036710133,0.0,0.0,-0.001
525606202,-0.29437485,0.20782244,-0.0015522764,0.0,0.0,-0.001
525628654,-0.31152317,0.20092694,-0.0009781604,0.0,0.0,-0.001
525646696,-0.2776077,0.21712375,-0.0012766137,0.0,0.0,-0.001
525664758,-0.30414736,0.21309915,-0.0047350395,0.0,0.0,-0.001
525687268,-0.2771952,0.21775727,-0.0030097463,0.0,0.0,-0.001
525705311,-0.3115072,0.20539178,-0.003142401,0.0,0.0,-0.001
525723367,-0.2857541,0.21262935,0.0005689838,0.0,0.0,-0.001
525745908,-0.31364486,0.2080337,-0.0030432267,0.0,0.0,-0.001
525768464,-0.29885906,0.21298835,-0.004240755,0.0,0.0,-0.001
525786501,-0.30462673,0.20545271,-0.001096864,0.0,0.0,-0.001
525804591,-0.27499336,0.21577735,-0.00077622145,0.0,0.0,-0.001
525827071,-0.29511905,0.20694591,-0.002856852,0.0,0.0,-0.001
525845105,-0.28252423,0.21814872,-0.00302814,0.0,0.0,-0.001
525863142,-0.31323713,0.20386131,-0.0018200508,0.0,0.0,-0.001
525885783,-0.29159948,0.22046131,-0.0039055338,0.0,0.0,-0.001
525908339,-0.2744751,0.21756189,-0.0036089362,0.0,0.0,-0.001
525926300,-0.31053054,0.2123637,-0.004556139,0.0,0.0,-0.001
525944356,-0.29148808,0.20044608,0.0016875437,0.0,0.0,-0.001
525966869,-0.3125466,0.20546666,-0.0018201106,0.0,0.0,-0.001
525989430,-0.2922247,0.2249671,-0.004457532,0.0,0.0,-0.001
526002978,-0.3033026,0.2203071,-0.0038849488,0.0,0.0,-0.001
526025497,-0.2748547,0.21733548,-0.00011433454,0.0,0.0,-0.001
526048033,-0.28929994,0.20150146,0.0006808455,0.0,0.0,-0.001
526066088,-0.2837992,0.22308536,-0.00440377,0.0,0.0,-0.001
526084120,-0.30907393,0.20410702,-0.0024845512,0.0,0.0,-0.001
526106763,-0.296844,0.21655898,-0.00045016196,0.0,0.0,-0.001
526129204,-0.28307897,0.2137302,-0.0005219213,0.0,0.0,-0.001
526142743,-0.28017965,0.21790333,-0.0041689137,0.0,0.0,-0.001
526165286,-0.29676265,0.20613796,-0.0011767775,0.0,0.0,-0.001
526187845,-0.30265328,0.20848075,-0.0018412704,0.0,0.0,-0.001
526205883,-0.29379335,0.20948747,0.0005761085,0.0,0.0,-0.001
526223936,-0.28336146,0.21946181,-0.00369563,0.0,0.0,-0.001
526246493,-0.2837567,0.21730231,-0.0010214226,0.0,0.0,-0.001
526269003,-0.30714753,0.20631348,-0.0002869339,0.0,0.0,-0.001
526287056,-0.2727633,0.21636209,-0.0018835962,0.0,0.0,-0.001
526305092,-0.30444697,0.20925406,-0.0038783238,0.0,0.0,-0.001
526327727,-0.27855846,0.21765155,-0.0019431957,0.0,0.0,-0.001
526345728,-0.30769816,0.21130285,-0.0031095794,0.0,0.0,-0.001
526363718,-0.28305203,0.20848754,-0.000851674,0.0,0.0,-0.001
526386265,-0.30193734,0.20695324,-0.002066856,0.0,0.0,-0.001
526408804,-0.295241,0.21565256,-0.0031313084,0.0,0.0,-0.001
526426861,-0.29886198,0.20721203,-0.0019283356,0.0,0.0,-0.001
526444887,-0.28230792,0.21481648,-0.0030482057,0.0,0.0,-0.001
526467452,-0.2977662,0.19790728,-0.0021384682,0.0,0.0,-0.001
526485547,-0.27995136,0.22110556,-0.0012773327,0.0,0.0,-0.001
526503506,-0.3115097,0.21083573,-0.0037037772,0.0,0.0,-0.001
526526051,-0.28689885,0.22583057,-0.005320049,0.0,0.0,-0.001
526548679,-0.27009094,0.21310434,-0.0034503103,0.0,0.0,-0.001
526566641,-0.30631322,0.21348818,-3.6150228e-05,0.0,0.0,-0.001
526584722,-0.28904077,0.2057803,0.00084416464,0.0,0.0,-0.001
526607226,-0.31240538,0.20862372,-0.0033847638,0.0,0.0,-0.001
526625306,-0.28081778,0.21059904,-0.00095753773,0.0,0.0,-0.001
526643363,-0.29042894,0.2170771,-0.0027317442,0.0,0.0,-0.001
526665856,-0.27505764,0.21990386,-0.000534094,0.0,0.0,-0.001
526688406,-0.2966441,0.20937195,-0.00072047964,0.0,0.0,-0.001
526706518,-0.27715033,0.21788548,-0.003258388,0.0,0.0,-0.001
526724534,-0.31047216,0.20518261,-0.0023371386,0.0,0.0,-0.001
526747013,-0.28676748,0.21426745,-0.0013830945,0.0,0.0,-0.001
526765066,-0.30434164,0.20869195,-0.0021634959,0.0,0.0,-0.001
526787662,-0.308943,0.21066473,-0.0021417663,0.0,0.0,-0.001
526805652,-0.28364724,0.21017809,0.0003348347,0.0,0.0,-0.001
526828196,-0.30141827,0.21563795,-0.0006279666,0.0,0.0,-0.001
526846236,-0.27981377,0.20834191,-0.002042442,0.0,0.0,-0.001
526864394,-0.29990602,0.21494329,-0.0028052866,0.0,0.0,-0.001
526886859,-0.2858966,0.20702998,-0.0003870771,0.0,0.0,-0.001
526909370,-0.28868315,0.20614867,0.0001743999,0.0,0.0,-0.001
526927466,-0.29049602,0.21819073,-0.003998087,0.0,0.0,-0.001
526945441,-0.2945699,0.20925608,-0.002462727,0.0,0.0,-0.001
526967993,-0.28760388,0.21738783,-0.002914867,0.0,0.0,-0.001
526986028,-0.30119503,0.20749807,-0.0019273155,0.0,0.0,-0.001
527004063,-0.28710216,0.21368398,-0.0022576689,0.0,0.0,-0.001
527026614,-0.30960882,0.20233059,-0.0015925601,0.0,0.0,-0.001
527049163,-0.29766226,0.21114933,-0.003156321,0.0,0.0,-0.001
527067224,-0.3020994,0.20604576,-0.0017581325,0.0,0.0,-0.001
527085320,-0.2702544,0.22221497,-0.0031700612,0.0,0.0,-0.001
527107796,-0.28118464,0.2161723,-0.0017032494,0.0,0.0,-0.001
527125870,-0.28633046,0.21195921,-0.0022730913,0.0,0.0,-0.001
527143862,-0.3097217,0.20747045,-0.0019346181,0.0,0.0,-0.001
527166438,-0.29915908,0.21029082,-0.0027200878,0.0,0.0,-0.001
527188954,-0.27722535,0.21814334,-0.0034641707,0.0,0.0,-0.001
527207009,-0.30437714,0.20960039,-0.0020639799,0.0,0.0,-0.001
527225042,-0.28741026,0.2112121,-0.00072034996,0.0,0.0,-0.001
527247599,-0.3024988,0.20941028,-0.0019396197,0.0,0.0,-0.001
527265630,-0.28424177,0.21762039,-0.0012151576,0.0,0.0,-0.001
527283661,-0.29258868,0.21180227,-0.0027882317,0.0,0.0,-0.001
527306240,-0.5482687,0.29180354,-0.0003430564,0.0,0.0,-0.001
527328752,-0.5245215,0.36044008,-0.00061693735,0.0,0.0,-0.0040556784
527346790,-0.6052393,0.2700285,0.00086110865,0.0,0.0,-0.006171522
527364843,-0.5291678,0.2639816,-0.0012769497,0.0,0.0,-0.0032177223
527387399,-0.44940525,0.36207992,-0.0023535318,0.0,0.0,-0.01328219
527405526,-0.37892476,0.3416502,-0.0018975919,0.0,0.0,-0.014015434
527427977,-0.53710353,0.25734523,0.00037975603,0.0,0.0,-0.028093023
527446015,-0.47106174,0.1889484,-0.00037021484,0.0,0.0,-0.0201596
527468617,-0.46945828,0.20273548,-0.001542924,0.0,0.0,-0.028825324
527486589,-0.33368254,0.30076873,-0.0010001825,0.0,0.0,-0.031666085
527504633,-0.38176614,0.218735,0.0004186575,0.0,0.0,-0.036980376
527527253,-0.34347376,0.13175845,0.0014558756,0.0,0.0,-0.02757734
527545210,-0.27491927,0.20714396,-0.00292015,0.0,0.0,-0.027836276
527567794,-0.275864,0.16594866,-0.00097133237,0.0,0.0,-0.03315712
527585797,-0.33021167,0.23650983,-0.0008500051,0.0,0.0,-0.043318763
527608353,-0.30683514,0.2617401,-0.00073165906,0.0,0.0,-0.05050789
527626386,-0.3564984,0.18420428,7.1808754e-05,0.0,0.0,-0.057285037
527644590,-0.27600405,0.2500677,-0.0021737055,0.0,0.0,-0.05554823
527666968,-0.3051362,0.21612786,-6.425964e-05,0.0,0.0,-0.058947515
527685035,-0.3351237,0.22253479,-0.0010676519,0.0,0.0,-0.061755486
527707655,-0.37542483,0.2267543,-8.426701e-05,0.0,0.0,-0.0756464
527725593,-0.3198855,0.2092055,0.00089571485,0.0,0.0,-0.07630547
527743645,-0.31584507,0.228594,-0.0016138866,0.0,0.0,-0.07577947
527766184,-0.31217456,0.23415436,-0.00023897162,0.0,0.0,-0.0853851
527784217,-0.28214327,0.20252167,-0.0016836183,0.0,0.0,-0.08739143
527806761,-0.3422766,0.23240356,-0.0015368438,0.0,0.0,-0.09367073
527824804,-0.30613256,0.22688098,-0.0003365732,0.0,0.0,-0.09835004
527847355,-0.35954535,0.26031536,-0.00028334194,0.0,0.0,-0.09799199
527865407,-0.3688907,0.2632257,3.3896715e-05,0.0,0.0,-0.10443365
527887932,-0.29306456,0.25492173,-0.0015459814,0.0,0.0,-0.11609927
527906041,-0.2848131,0.22765122,0.0002931534,0.0,0.0,-0.11987562
527928539,-0.33507544,0.23339301,0.0005628312,0.0,0.0,-0.11460042
527946674,-0.30206585,0.19732367,0.0005376646,0.0,0.0,-0.12487289
527964644,-0.36839646,0.21526846,-3.7734153e-05,0.0,0.0,-0.12710136
527987225,-0.34598696,0.2254049,-0.0009119336,0.0,0.0,-0.1337937
528005183,-0.3161551,0.22243406,0.0004609118,0.0,0.0,-0.14044686
528027743,-0.31091586,0.22103342,0.00013659807,0.0,0.0,-0.14765581
528045765,-0.29080382,0.22810212,-0.0001083181,0.0,0.0,-0.15325406
528068340,-0.30302703,0.22720104,0.00095994794,0.0,0.0,-0.15425985
528086352,-0.32591474,0.22945967,0.0010091566,0.0,0.0,-0.16003273
528104416,-0.3303704,0.21926796,0.0008935989,0.0,0.0,-0.16680622
528127006,-0.3630217,0.2206527,0.0014917675,0.0,0.0,-0.1708565
528144973,-0.331806,0.22346276,0.0007975909,0.0,0.0,-0.17663199
528167530,-0.3002098,0.21549045,-0.00058000017,0.0,0.0,-0.18636099
528185582,-0.28055838,0.22819333,-0.0008823979,0.0,0.0,-0.188759
528208114,-0.2721451,0.21417122,-0.00023254204,0.0,0.0,-0.1992811
528226272,-0.31753486,0.20361304,-0.00013374971,0.0,0.0,-0.20271116
528244198,-0.26635483,0.18959948,-0.0011910808,0.0,0.0,-0.20416081
528266740,-0.24582458,0.21078028,-0.0030640492,0.0,0.0,-0.21317625
528284853,-0.27106664,0.20174551,-0.0041159745,0.0,0.0,-0.21842176
528307333,-0.29071727,0.21888821,-0.00487323,0.0,0.0,-0.22567381
528325354,-0.2684999,0.20133229,-0.0060561844,0.0,0.0,-0.23065653
528347973,-0.22745469,0.21155165,-0.007255733,0.0,0.0,-0.24043274
528365956,-0.24491203,0.20003843,-0.007837026,0.0,0.0,-0.24579024
528383976,-0.25065154,0.18679325,-0.009312222,0.0,0.0,-0.24846649
528406542,-0.17622222,0.18046185,-0.014027165,0.0,0.0,-0.25181192
528429076,-0.14147224,0.14174405,-0.014233548,0.0,0.0,-0.26206806
528447118,-0.19374682,0.1414623,-0.015569222,0.0,0.0,-0.27449563
528465210,-0.118454054,0.14056411,-0.015942218,0.0,0.0,-0.27246106
528487724,-0.11797656,0.112316884,-0.015968565,0.0,0.0,-0.28638497
528505852,-0.11636559,0.113324806,-0.017145924,0.0,0.0,-0.29162115
528523778,-0.0924518,0.11680397,-0.017433515,0.0,0.0,-0.29767433
528546332,-0.07134131,0.09506045,-0.016887043,0.0,0.0,-0.3100142
528569010,-0.08449904,0.09064268,-0.021528501,0.0,0.0,-0.32031268
528586914,-0.00589499,0.09016312,-0.022854129,0.0,0.0,-0.31110623
528604952,-0.06512619,0.07157863,-0.024421252,0.0,0.0,-0.33467636
528627562,0.024157792,0.09286681,-0.029505875,0.0,0.0,-0.33297494
528645541,-0.030212091,0.044180118,-0.0287696,0.0,0.0,-0.34799412
528663723,-0.04489457,0.039042585,-0.030068079,0.0,0.0,-0.36604643
528686120,0.06705045,0.065181985,-0.036788467,0.0,0.0,-0.34287924
528704183,0.04866548,0.030809674,-0.03819686,0.0,0.0,-0.3636351
528726809,0.06091655,0.01689441,-0.040154282,0.0,0.0,-0.38415048
528744843,0.13357513,0.034796357,-0.042524207,0.0,0.0,-0.3705878
528767292,0.13413545,0.014814851,-0.043762233,0.0,0.0,-0.3935472
528785332,0.12852956,-0.006829665,-0.047968555,0.0,0.0,-0.39693633
528803384,0.16965304,-0.029590178,-0.05108293,0.0,0.0,-0.4044672
528825914,0.19617394,-0.010666169,-0.05389903,0.0,0.0,-0.40581354
528848577,0.22642052,-0.02943219,-0.059205547,0.0,0.0,-0.41280276
528866524,0.2329039,-0.044845745,-0.06302357,0.0,0.0,-0.41841352
528884675,0.26651087,-0.06106501,-0.06436935,0.0,0.0,-0.43877092
528907121,0.32897434,-0.078202195,-0.06734772,0.0,0.0,-0.43202958
528925125,0.31725055,-0.10301015,-0.06783325,0.0,0.0,-0.45423266
528943213,0.37755337,-0.07059872,-0.06818563,0.0,0.0,-0.45825994
528965745,0.3756351,-0.11678971,-0.0688889,0.0,0.0,-0.4741898
528988264,0.39142683,-0.076789394,-0.06999137,0.0,0.0,-0.48414013
529006348,0.36607924,-0.10077114,-0.06833501,0.0,0.0,-0.49036452
529024356,0.4034294,-0.06626372,-0.06988294,0.0,0.0,-0.4802798
529046894,0.35464767,-0.06050019,-0.06916484,0.0,0.0,-0.49687394
529069453,0.3783133,-0.061936177,-0.06988403,0.0,0.0,-0.49759594
529082954,0.34698036,-0.09905296,-0.070813514,0.0,0.0,-0.50533456
529105589,0.35745287,-0.11204942,-0.07372554,0.0,0.0,-0.50329465
529128063,0.3392932,-0.10414451,-0.07711002,0.0,0.0,-0.5123083
529146097,0.30857795,-0.124218754,-0.0777411,0.0,0.0,-0.51860654
529164148,0.28748998,-0.129886,-0.07981295,0.0,0.0,-0.51045823
529186691,0.27514318,-0.16799183,-0.08185854,0.0,0.0,-0.51824856
529209252,0.3180991,-0.18133414,-0.08417137,0.0,0.0,-0.51980895
529222810,0.23849311,-0.14537579,-0.08611802,0.0,0.0,-0.5289571
529245347,0.19682354,-0.18101485,-0.087418325,0.0,0.0,-0.52863294
529267896,0.25028437,-0.23855759,-0.08737827,0.0,0.0,-0.53436995
529285902,0.21114776,-0.25572798,-0.086888656,0.0,0.0,-0.53462106
529303949,0.08681385,-0.2971386,-0.08511808,0.0,0.0,-0.5351658
529326516,0.103295624,-0.27184153,-0.08094835,0.0,0.0,-0.5361636
529349042,0.14036004,-0.24775305,-0.07771767,0.0,0.0,-0.5483213
529367073,0.15298162,-0.20611405,-0.07629767,0.0,0.0,-0.54552495
529385109,0.18092191,-0.17432448,-0.073680796,0.0,0.0,-0.5504256
529407680,0.2189948,-0.17452689,-0.072588325,0.0,0.0,-0.5535985
529425693,0.20312008,-0.20940737,-0.07152802,0.0,0.0,-0.5529315
529443742,0.19393997,-0.21602592,-0.070174195,0.0,0.0,-0.5539617
529466279,0.20322014,-0.23467523,-0.0697849,0.0,0.0,-0.5597774
529488839,0.19580689,-0.29094437,-0.069584504,0.0,0.0,-0.5435738
529506873,0.20136485,-0.28698933,-0.069085985,0.0,0.0,-0.5520297
529524993,0.22504653,-0.27875283,-0.06811891,0.0,0.0,-0.54560393
529547522,0.15244094,-0.26524317,-0.06734136,0.0,0.0,-0.5402802
529565536,0.15282519,-0.25951412,-0.06593056,0.0,0.0,-0.5350572
529583540,0.17609245,-0.23694691,-0.064336374,0.0,0.0,-0.5363064
529606079,0.18539917,-0.20931064,-0.0625241,0.0,0.0,-0.53107494
529628638,0.20623916,-0.19960283,-0.060070783,0.0,0.0,-0.52740324
529646664,0.20600116,-0.15917975,-0.058586642,0.0,0.0,-0.52008474
529664699,0.17182064,-0.15611456,-0.056745246,0.0,0.0,-0.5248603
529687244,0.18877336,-0.14042184,-0.054609314,0.0,0.0,-0.51390964
529705319,0.20676309,-0.11264783,-0.053715456,0.0,0.0,-0.5145707
529723356,0.17445764,-0.11351964,-0.05194807,0.0,0.0,-0.51850426
529745877,0.16677469,-0.11666933,-0.05020381,0.0,0.0,-0.5154384
529768507,0.15273798,-0.11429939,-0.048425872,0.0,0.0,-0.5209193
529786461,0.14299197,-0.12673742,-0.04673016,0.0,0.0,-0.51882464
529804544,0.1488596,-0.16553903,-0.04444261,0.0,0.0,-0.51291984
529827130,0.08188617,-0.14676876,-0.042728275,0.0,0.0,-0.5209835
529845078,0.077226765,-0.18107249,-0.04004299,0.0,0.0,-0.52284545
529867700,0.16643305,-0.22812955,-0.03702056,0.0,0.0,-0.5137635
529885678,0.15319282,-0.19617642,-0.036577504,0.0,0.0,-0.51943785
529908217,0.093701035,-0.17039108,-0.035312176,0.0,0.0,-0.51804584
529926332,0.11189976,-0.14714961,-0.033618703,0.0,0.0,-0.52171934
529944301,0.23157229,-0.13445131,-0.031868502,0.0,0.0,-0.52616936
529966840,0.18457824,-0.08022925,-0.031171454,0.0,0.0,-0.524594
529989459,0.19716862,-0.07915142,-0.03034353,0.0,0.0,-0.52866596
530007449,0.19920217,-0.088528946,-0.029399708,0.0,0.0,-0.5271763
530025466,0.19351563,-0.09616517,-0.029054364,0.0,0.0,-0.52375364
530048006,0.13750876,-0.09054977,-0.028180754,0.0,0.0,-0.53359956
530066062,0.10157746,-0.09644537,-0.027510183,0.0,0.0,-0.5337504
530084111,0.05387245,-0.09318704,-0.02646189,0.0,0.0,-0.52422476
530106703,0.016921612,-0.07618164,-0.02529693,0.0,0.0,-0.52606064
530129221,-0.02610293,-0.04220189,-0.02431675,0.0,0.0,-0.5382243
530147381,-0.054506566,-0.049248673,-0.023305062,0.0,0.0,-0.5333726
530165258,-0.056825705,-0.041818187,-0.022016548,0.0,0.0,-0.5349674
530187826,-0.077826016,-0.024293913,-0.020905763,0.0,0.0,-0.54654837
530205859,-0.07050189,-0.027833575,-0.019984037,0.0,0.0,-0.5486131
530223880,-0.099647485,-0.03906024,-0.018076956,0.0,0.0,-0.54298955
530246450,-0.10802983,-0.031401612,-0.016409665,0.0,0.0,-0.5442289
530268985,-0.1182182,-0.010085699,-0.014745734,0.0,0.0,-0.5553178
530287013,-0.13754827,-0.011546541,-0.013608523,0.0,0.0,-0.5522573
530305238,-0.12713741,-0.0066436916,-0.011606187,0.0,0.0,-0.55364263
530327614,-0.080029994,0.01107897,-0.009796414,0.0,0.0,-0.55931866
530345696,-0.07574882,0.033654407,-0.0087432815,0.0,0.0,-0.5623724
530363688,-0.11333926,0.0455165,-0.007806211,0.0,0.0,-0.5624422
530386223,-0.08532738,0.060910925,-0.006914933,0.0,0.0,-0.564088
530408814,-0.033837702,0.07689904,-0.006351132,0.0,0.0,-0.5706159
530426813,-0.025457408,0.09271387,-0.0061386107,0.0,0.0,-0.5696447
530444869,-0.03309314,0.08872518,-0.0060217604,0.0,0.0,-0.5713204
530467447,-0.013390999,0.078933164,-0.006278803,0.0,0.0,-0.5670567
530485441,-0.0026811322,0.0959498,-0.0068001663,0.0,0.0,-0.56788915
