timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
523265385,523264829,0.83567876,-0.019033132,-0.038055167
523286433,523285873,-0.21530177,-1.2101072,0.7612643
523307483,523306921,1.1759489,1.3319228,0.16562125
523328513,523327962,-0.09725756,-0.14337762,-0.12812306
523348073,523347506,0.29863334,-2.30339,0.7515592
523367605,523367045,-0.6921398,0.09600407,0.182493
523388640,523388093,-0.6169846,0.034900244,-1.3511684
523405173,523404625,-0.16946493,-0.6965761,0.48278937
523426219,523425672,1.1116315,0.46992612,0.23682356
523447264,523446717,-1.4813179,-0.33452964,-0.8739523
523468318,523467759,-0.21045242,0.9469734,-1.1696148
523486344,523485797,-1.1389667,0.6845263,0.37099427
523507395,523506842,-0.14030302,-0.9497435,-1.5358303
523528443,523527888,-1.7274877,0.94220966,1.7334002
523546479,523545926,1.423495,0.60737914,1.2469841
523566013,523565466,1.8930506,-0.5542191,-1.3950685
523587072,523586513,-1.3243433,-0.9328561,3.093815
523608118,523607572,1.7813005,-1.0304902,0.252518
523626141,523625593,1.3664865,0.675149,-1.7831407
523647185,523646638,-1.2907441,1.0498823,3.5338593
523668241,523667685,1.7019494,1.3848653,-5.856238
523686285,523685727,-2.9277046,4.188769,-0.34003937
523708822,523708272,2.1431017,1.0556636,-0.91837466
523728364,523727810,-0.32103226,1.7289234,-3.9614987
523749417,523748857,-1.3609511,-1.6632246,1.4468007
523767458,523766905,0.29661265,-1.1424135,-1.4696367
523786988,523786435,-1.4735965,-1.658954,-1.0799
523808041,523807491,-2.8998387,-0.68439955,0.92099625
523829078,523828524,5.286392,7.2744164,-3.0549834
523847109,523846562,-4.859095,-2.694201,0.98239
523868163,523867608,-2.991604,0.3908788,0.8857259
523889201,523888651,1.2515903,-2.8299165,-2.3094168
523908747,523908197,1.1342317,1.9179122,1.5103868
523926786,523926231,2.1506314,7.922405,-0.7492787
523947833,523947279,-4.775386,-5.3005652,1.4046222
523968867,523968320,2.4097238,-4.20134,-2.4839745
523988429,523987864,-3.1289802,9.881014,1.5165416
524012467,524011917,3.8935366,-6.1301622,-0.0016750165
524028988,524028446,4.1674747,-9.7104025,1.4316583
524047044,524046498,-2.0317492,12.643503,-1.4314376
524066576,524066026,-8.327362,1.3751664,-0.09958258
524087624,524087070,4.424551,-14.571159,1.5417604
524108658,524108115,-0.99252856,19.603754,-1.2387792
524128202,524127657,-5.1830387,-14.630361,3.7385805
524147748,524147198,8.86716,-1.6011851,-5.0737114
524168792,524168242,-2.0041246,2.5441313,3.949289
524186832,524186284,-3.3275313,-14.219358,3.4927726
524207868,524207325,2.51554,8.64762,-7.7166944
524227430,524226882,-4.625581,-14.577646,7.361917
524249962,524249415,2.525942,17.299873,1.6912636
524267998,524267456,-10.593913,-7.4509377,-2.2506907
524287540,524286994,9.347101,-4.050806,0.15791316
524308586,524308039,-5.124135,-5.79635,6.810761
524326623,524326077,-2.4971285,-1.2922126,-1.7669718
524347670,524347124,-6.490521,-0.50065374,-3.128511
524368709,524368166,8.648469,-9.28048,4.8065314
524389765,524389211,-3.679138,3.8803937,-2.7955208
524407792,524407250,-9.497386,-7.5556383,5.3730626
524427333,524426791,7.7640595,2.4343193,-3.0878458
524448384,524447835,1.2513448,-5.3542852,0.8832307
524466423,524465875,11.919785,12.86063,-1.6672229
524487462,524486918,-16.837156,-6.4994826,7.708056
524508506,524507963,8.371885,-1.5214454,-4.961723
524529557,524529007,-4.9745393,-2.0507636,-0.9844524
524546095,524545545,12.194259,5.024218,6.378628
524567130,524566587,-25.015179,-2.1160185,1.0751541
524588178,524587632,19.088854,0.74419475,-7.40895
524606216,524605673,-17.572445,-0.7269093,0.29315457
524628762,524628218,14.145628,3.881898,1.1773932
524645312,524644753,-24.789375,4.6066,-6.2187047
524669349,524668804,-6.3504143,-3.0484972,-7.9448357
524687392,524686842,-7.647072,3.252579,4.024719
524706935,524706392,17.082996,1.9825076,-1.0464664
524727972,524727429,-13.709337,0.516608,0.7701986
524746016,524745467,12.591455,-9.045315,2.7660358
524768565,524768019,2.6158302,-0.6440388,5.870095
524788108,524787566,11.281946,8.787154,-5.143555
524809146,524808600,-5.5216312,-5.7427597,-1.7083138
524827181,524826639,1.7004282,-3.075469,4.6115246
524848239,524847683,-5.6573925,-9.05784,5.6174545
524869281,524868728,14.820355,19.85153,-9.4362
524885818,524885276,-17.10286,-11.68103,2.6161113
524908353,524907811,5.028797,3.532855,5.1185665
524927911,524927352,-8.8134985,-7.539808,2.2250223
524948954,524948400,17.51615,17.902565,-9.878125
524966978,524966436,-21.086676,-17.204317,2.2490952
524988023,524987480,14.997687,7.1312203,5.009118
525009073,525008527,-10.401264,-8.137627,7.0479183
525025611,525025060,20.716402,12.808215,-7.626957
525048157,525047607,-14.257481,-11.832545,3.3414598
525067691,525067149,16.519243,3.7756715,4.4836493
525088743,525088194,-5.389327,-6.8947935,7.291743
525106774,525106232,22.306562,14.172251,-10.948444
525127831,525127276,-3.075644,-10.124649,5.654988
525145857,525145314,19.008266,1.9491369,2.3483427
525165415,525164860,-21.475454,-1.3122587,0.10059501
525186448,525185900,6.2634826,10.081524,-8.226825
525207502,525206945,3.8675084,-6.201674,3.815348
525228532,525227990,-14.46933,3.0291736,-1.104383
525246573,525246028,1.2985262,-11.054265,5.2526937
525269120,525268576,-24.033937,5.2314057,-1.7737942
525285653,525285111,1.1197326,-9.792616,5.109514
525306701,525306155,-8.049739,9.587596,-4.6285696
525327756,525327202,19.207346,-7.3333826,0.33020246
525348798,525348244,-13.135368,-6.6251287,3.846072
525369832,525369289,5.8382416,17.286749,-1.2174011
525386367,525385824,-7.2840543,4.3651137,-5.7660656
525407418,525406869,16.836613,5.561942,-5.466737
525425457,525424907,-6.6257544,3.316237,3.6124573
525446499,525445955,6.612975,10.8108835,3.4146078
525467541,525466996,-13.124375,-11.508464,-0.1686782
525488585,525488041,9.867066,11.066878,-10.000951
525509631,525509086,-1.0443449,-15.507593,3.604075
525526170,525525621,17.107023,17.320734,1.6143733
525548718,525548169,-5.39821,-3.0925167,3.4408026
525565252,525564703,14.329258,6.6265025,-5.5506186
525586290,525585748,-11.337719,-14.018806,7.1909227
525607344,525606793,14.098461,13.195391,0.87041754
525628386,525627837,1.9730035,3.5483546,2.034256
525649430,525648882,-30.355955,-7.5288916,-5.7966967
525665960,525665417,-5.268923,-14.683194,8.488105
525687005,525686462,-6.4396806,4.586213,0.2911995
525706547,525706003,11.069417,6.6447496,0.37602705
525726089,525725546,-19.315804,-4.647087,-6.506852
525747135,525746592,25.692345,-2.7472484,4.8900614
525768177,525767634,-17.47305,-1.8528916,5.3521714
525786214,525785672,19.471611,5.6302176,-1.65976
525807269,525806716,-33.794266,-8.286287,-1.1424322
525828315,525827761,14.186483,4.4356194,-0.72979087
525846342,525845799,-20.210888,-7.280479,1.9992405
525865884,525865340,33.071487,16.175323,-6.38572
525886942,525886390,-26.745192,-15.232118,4.73621
525907979,525907430,-8.250813,4.9566827,0.7686153
525926011,525925468,-8.734516,-12.969506,3.5948591
525947058,525946512,1.4585115,19.968302,-11.741981
525968111,525967569,22.218071,-1.0842346,0.23928764
525989144,525988602,-34.3406,-15.826687,8.56708
526005679,526005137,12.594382,-12.29559,3.475018
526026739,526026190,-23.527134,7.6594143,-8.566304
526047768,526047226,29.324474,11.497057,-7.57899
526065815,526065268,-29.937279,-4.488511,6.0060253
526086852,526086309,19.981386,9.14421,-0.541905
526107903,526107353,-10.146642,-7.4477897,-1.3113811
526128941,526128398,3.381848,14.403565,-10.388336
526145484,526144933,-20.011007,-11.805544,9.339718
526166530,526165987,12.628333,6.6528006,-0.7832827
526187578,526187022,-15.811425,-9.200142,0.93754685
526205605,526205060,27.109133,17.497877,-5.3386455
526226651,526226105,-12.193811,-9.074149,6.5745373
526247712,526247162,3.429225,-2.740051,-1.152327
526268737,526268194,14.990002,-0.14882421,2.4426212
526286786,526286232,0.6071216,9.534395,-5.192386
526307820,526307277,20.511955,8.972677,2.9282913
526328866,526328323,-21.168354,-8.2260475,-0.48780224
526346914,526346360,13.557287,-6.8327775,2.84755
526366448,526365901,-16.915741,4.9767838,-0.18212247
526387488,526386946,18.090721,8.378252,0.13009065
526408533,526407990,-9.749538,-0.6237528,-2.208119
526426581,526426036,13.571754,-9.212265,1.2073677
526447626,526447073,-18.50037,-11.91881,8.356894
526468660,526468118,15.316021,22.211128,-1.7351136
526485195,526484653,-11.541174,7.3540964,-9.423213
526506247,526505697,27.211374,-5.00349,-0.021154419
526527285,526526742,-25.7054,-24.596167,11.958903
526548337,526547791,3.450618,22.042555,0.6484335
526566368,526565825,-21.406559,-9.145501,-3.2391317
526587423,526586871,-5.941725,7.9149923,-9.145006
526608463,526607914,24.297106,-10.277127,7.185978
526626498,526625952,0.47035882,14.3324375,-2.101949
526646037,526645494,-2.7363644,-3.9542189,-1.4748361
526667087,526666544,-25.00593,-5.805046,-4.8507233
526688127,526687585,21.808239,6.4396634,2.0344868
526707667,526707124,-17.700089,-9.384145,4.4912314
526727208,526726666,30.870642,11.202467,-3.1933975
526748265,526747722,-30.354647,-7.122469,-1.8240099
526766313,526765748,27.052986,4.7252836,2.0483625
526787344,526786793,-4.577906,-0.62400687,3.5294938
526806877,526806335,9.422639,4.078831,-7.089589
526827928,526827385,10.324534,-9.8212,4.9030695
526847472,526846920,-17.488905,2.219206,2.4250557
